source,target
whether,si
which,lequel
while,pendantque
whining,pleurnicher
whiny,whiny
white,blanc
who,qui
whoever,quiconque
whole,l'ensemble
wholeheartedly,sansréserve
whom,dont
whose,dontles
why,pourquoi
wicked,méchants
wide,large
widely,largement
widescreen,écranlarge
wife,épouse
wild,sauvage
wildly,sauvagement
will,volonté
william,william
williams,williams
willing,prêts
wilson,wilson
win,gagner
wind,vent
window,fenêtre
windows,Windows
wine,vin
wings,ailes
winner,gagnant
winners,gagnants
winning,gagner
winters,hivers
wisdom,sagesse
wish,souhait
wishing,souhaitant
wit,wit
witches,sorcières
with,avec
within,auseinde
without,sans
witness,témoin
witnesses,témoins
witty,spirituel
wo,wo
wolf,Wolf
woman,femme
women,femmes
won,gagné
wonder,miracle
wondered,sedemande
wonderful,merveilleux
wonderfully,merveilleusement
wondering,demandais
wong,wong
wont,wont
wood,bois
wooden,enbois
woods,bois
word,mot
words,mots
wordy,verbeux
work,travailler
worked,travaillé
workers,travailleurs
working,detravail
workout,workout
workouts,séancesd'entraînement
works,œuvres
world,monde
worlds,mondes
worn,usés
worry,s'inquiéter
worse,pire
worst,pire
worth,valeur
worthless,Worthless
worthwhile,intéressant
worthy,digne
would,serait
would-be,Souhaitez-être
wow,wow
wrap,wrap
wreck,épave
wretched,misérable
write,écrire
writer,écrivain
writers,écrivains
writes,écrit
writing,parécrit
written,écrite
wrong,faux
wrote,écrit
wry,ironique
wtf,wtf
wwe,wwe
wwii,wwii
x,x
y,Y
ya,ya
yarn,fils
yawn,bâillement
yeah,yeah
year,année
years,année
yellow,jaune
yes,oui
yesterday,hier
yet,pourtant
yoga,Yoga
yoko,Yoko
york,york
yorker,Yorker
you,tu
young,jeune
younger,plusjeunes
your,ton
yours,exemplaire
yourself,vous-même
youth,jeunesse
yrs,ans
yuck,yuck
z,z
zapped,zapped
zen,zen
zero,zéro
zombie,zombie
zone,zone
