source,target
pendantque,while
pleurnicher,whining
whiny,whiny
blanc,white
qui,who
quiconque,whoever
l'ensemble,whole
sansréserve,wholeheartedly
dont,whom
dontles,whose
pourquoi,why
méchants,wicked
large,wide
largement,widely
écranlarge,widescreen
épouse,wife
sauvage,wild
sauvagement,wildly
volonté,will
william,william
williams,williams
prêts,willing
wilson,wilson
gagner,win
vent,wind
fenêtre,window
Windows,windows
vin,wine
ailes,wings
gagnant,winner
gagnants,winners
gagner,winning
hivers,winters
sagesse,wisdom
souhait,wish
souhaitant,wishing
wit,wit
sorcières,witches
avec,with
auseinde,within
sans,without
témoin,witness
témoins,witnesses
spirituel,witty
wo,wo
Wolf,wolf
femme,woman
femmes,women
gagné,won
miracle,wonder
sedemande,wondered
merveilleux,wonderful
merveilleusement,wonderfully
demandais,wondering
wong,wong
wont,wont
bois,wood
enbois,wooden
bois,woods
mot,word
mots,words
verbeux,wordy
travailler,work
travaillé,worked
travailleurs,workers
detravail,working
workout,workout
séancesd'entraînement,workouts
œuvres,works
monde,world
mondes,worlds
usés,worn
s'inquiéter,worry
pire,worse
pire,worst
valeur,worth
Worthless,worthless
intéressant,worthwhile
digne,worthy
serait,would
Souhaitez-être,would-be
wow,wow
wrap,wrap
épave,wreck
misérable,wretched
écrire,write
écrivain,writer
écrivains,writers
écrit,writes
parécrit,writing
écrite,written
faux,wrong
écrit,wrote
ironique,wry
wtf,wtf
wwe,wwe
wwii,wwii
x,x
Y,y
ya,ya
fils,yarn
bâillement,yawn
yeah,yeah
année,year
année,years
jaune,yellow
oui,yes
hier,yesterday
pourtant,yet
Yoga,yoga
Yoko,yoko
york,york
Yorker,yorker
tu,you
jeune,young
plusjeunes,younger
ton,your
exemplaire,yours
vous-même,yourself
jeunesse,youth
ans,yrs
yuck,yuck
z,z
zapped,zapped
zen,zen
zéro,zero
zombie,zombie
zone,zone
